photos,caption
"https://drive.google.com/file/d/1m2Veyula4FxyxxLu4y9ufXIx-OfchDkP/view?usp=drive_link, https://drive.google.com/file/d/1FAaamm4l5R4T8xIY04lFW38I-An_Hnnj/view?usp=drive_link, https://drive.google.com/file/d/1bgXfxDRqVEoFYgthuButl563Q5-U49iz/view?usp=drive_link, https://drive.google.com/file/d/15p71RyViUK_xINkDoLV7L1IGus9JYbpt/view?usp=drive_link, https://drive.google.com/file/d/1qTICbBh2HIC8gNelI-mJpyf14hgJ8HqA/view?usp=drive_link",Sourced bridal heels our first Anggun Bride-to-be during our Saigon Trip 2026
